ticker,company_name,regulation,person_name,person_category,type_of_security_prior,no_of_security_prior,pct_shareholding_prior,type_of_security_acquired,no_of_securities_acquired,value_of_securities_acquired,transaction_type,type_of_security_post,no_of_security_post,pct_post,date_of_allotment_acquisition_from,date_of_allotment_acquisition_to,date_of_intimation_to_company,mode_of_acquisition,derivative_type_security,derivative_contract_specification,notional_value_buy,units_contract_lot_size_buy,notional_value_sell,units_contract_lot_size_sell,exchange,remark,broadcast_date_and_time,xbrl_link
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Srinivas  Kumar,-,Equity Shares,127175,1.56,Equity Shares,127175,2161975,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Venkata Subbamma,-,Equity Shares,27216,0.33,Equity Shares,27216,462672,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Satya Praveen Kumar,-,Equity Shares,78071,0.96,Equity Shares,78071,1327207,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Hema Kumari,-,Equity Shares,17896,0.22,Equity Shares,17896,304232,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Sarath Kumar,-,Equity Shares,32696,0.4,Equity Shares,32696,555832,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Venkata Ratnamma,-,Equity Shares,42346,0.52,Equity Shares,42346,719882,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Naga Jyothi,-,Equity Shares,14339,0.18,Equity Shares,14339,243763,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Balaji Venkateswarlu,-,Equity Shares,41932,0.52,Equity Shares,41932,712844,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ORTINLAB,Ortin Laboratories Limited,7(2),Sanka Ravi Sankar,-,Equity Shares,84800,1.04,Equity Shares,84800,1441600,Sell,Equity Shares,Nil,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,02-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163413_1079003_02042024114430_WEB.xml
ESTER,Ester Industries Limited,7(2),Modi Rubber Ltd,Promoter Group,Equity Shares,Nil,0,Equity Shares,2642705,249999893,Buy,Equity Shares,2642705,2.81,28-Mar-2024,28-Mar-2024,29-Mar-2024,Preferential Offer,-,-,-,-,-,-,NA,-,02-Apr-2024 11:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163410_1078986_02042024110634_WEB.xml
ESTER,Ester Industries Limited,7(2),Mr. Arvind Singhania,Director,Equity Shares,150,0,Equity Shares,2632135,248999971,Buy,Equity Shares,2632285,2.8,28-Mar-2024,28-Mar-2024,29-Mar-2024,Preferential Offer,-,-,-,-,-,-,NA,-,02-Apr-2024 11:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163410_1078986_02042024110634_WEB.xml
SWSOLAR,Sterling and Wilson Renewable Energy Limited,7(2),Shilpa Urhekar,Employees/Designated Employees,Equity Shares,17974,0.01,Equity Shares,6000,3152129,Sell,Equity Shares,11974,0.01,28-Mar-2024,28-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 23:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163406_1078952_01042024110635_WEB.xml
SWSOLAR,Sterling and Wilson Renewable Energy Limited,7(2),Rajneesh Shrotriya,Employees/Designated Employees,Equity Shares,10000,0,Equity Shares,1000,521860,Sell,Equity Shares,9000,0,26-Mar-2024,26-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 23:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163406_1078952_01042024110635_WEB.xml
SWSOLAR,Sterling and Wilson Renewable Energy Limited,7(2),Rajneesh Shrotriya,Employees/Designated Employees,Equity Shares,9000,0,Equity Shares,1500,800550,Sell,Equity Shares,7500,0,27-Mar-2024,27-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 23:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163406_1078952_01042024110635_WEB.xml
SWSOLAR,Sterling and Wilson Renewable Energy Limited,7(2),Rajneesh Shrotriya,Employees/Designated Employees,Equity Shares,7500,0,Equity Shares,1950,1027357,Sell,Equity Shares,5550,0,28-Mar-2024,28-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 23:06,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163406_1078952_01042024110635_WEB.xml
KARURVYSYA,Karur Vysya Bank Limited,7(2),M V SRINIVASAMOORTHI,Promoters,Equity Shares,220000,0.03,Equity Shares,100000,17917448,Pledge Invoke,Equity Shares,120000,0.02,27-Mar-2024,27-Mar-2024,28-Mar-2024,Invocation of pledge,-,-,-,-,-,-,NSE,-,01-Apr-2024 20:14,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163404_1078915_01042024081450_WEB.xml
KARURVYSYA,Karur Vysya Bank Limited,7(2),M V SRINIVASAMOORTHI,Promoters,Equity Shares,228980,0.03,Equity Shares,8980,1598118,Sell,Equity Shares,220000,0.03,11-Mar-2024,11-Mar-2024,27-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 20:09,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163402_1078908_01042024080936_WEB.xml
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,Other,Equity Shares,257873,0.2,Equity Shares,440,4400,Sell,Equity Shares,257433,0.2,28-Mar-2024,28-Mar-2024,30-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 19:33,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163400_1078893_01042024073303_WEB.xml
ALKYLAMINE,Alkyl Amines Chemicals Limited,7(2),SYK TRADING AND CONSULTANCY LLP,Promoter Group,Equity Shares,783270,1.53,Equity Shares,3000,5482200,Buy,Equity Shares,786270,1.54,28-Mar-2024,28-Mar-2024,29-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 19:23,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163398_1078883_01042024072305_WEB.xml
GOCOLORS,Go Fashion (India) Limited,7(2),RAHUL SARAOGI,Promoters,Equity Shares,9932320,18.39,Equity Shares,980000,1181096000,Pledge,Equity Shares,9932320,18.39,28-Mar-2024,28-Mar-2024,01-Apr-2024,Pledge Creation,-,-,-,-,-,-,NA,-,01-Apr-2024 19:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163396_1078878_01042024071643_WEB.xml
GOCOLORS,Go Fashion (India) Limited,7(2),RAHUL SARAOGI,Promoters,Equity Shares,9932320,18.39,Equity Shares,500600,603323120,Pledge Revoke,Equity Shares,9932320,18.39,28-Mar-2024,28-Mar-2024,01-Apr-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,01-Apr-2024 19:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163396_1078878_01042024071643_WEB.xml
GOCOLORS,Go Fashion (India) Limited,7(2),RAHUL SARAOGI,Promoters,Equity Shares,9932320,18.39,Equity Shares,500600,603323120,Pledge,Equity Shares,9932320,18.39,28-Mar-2024,28-Mar-2024,01-Apr-2024,Pledge Creation,-,-,-,-,-,-,NA,-,01-Apr-2024 19:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163396_1078878_01042024071643_WEB.xml
GOCOLORS,Go Fashion (India) Limited,7(2),GAUTAM SARAOGI,Promoters,Equity Shares,9932320,18.39,Equity Shares,980000,1181096000,Pledge Revoke,Equity Shares,9932320,18.39,28-Mar-2024,28-Mar-2024,01-Apr-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,01-Apr-2024 19:16,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163396_1078878_01042024071643_WEB.xml
ALKYLAMINE,Alkyl Amines Chemicals Limited,7(2),PURJEEKO TRADING & CONSULTANCY LLP,Promoter Group,Equity Shares,1912330,3.74,Equity Shares,3000,5506290,Buy,Equity Shares,1915330,3.75,28-Mar-2024,28-Mar-2024,29-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 19:14,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163395_1078871_01042024071438_WEB.xml
ALKYLAMINE,Alkyl Amines Chemicals Limited,7(2),NIYOKO TRADING AND CONSULTANCY LLP,Promoter Group,Equity Shares,1950500,3.82,Equity Shares,3000,5506590,Buy,Equity Shares,1953500,3.82,28-Mar-2024,28-Mar-2024,29-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 19:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163392_1078861_01042024070514_WEB.xml
LTIM,LTIMindtree Limited,7(2),Dibyendu Halder,Employees/Designated Employees,Equity Shares,35600,0.01,Equity Shares,4000,19722000,Sell,Equity Shares,31600,0.01,28-Mar-2024,28-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163390_1078849_01042024065845_WEB.xml
LTIM,LTIMindtree Limited,7(2),Dibyendu Halder,Employees/Designated Employees,Equity Shares,37600,0.01,Equity Shares,2000,10048000,Sell,Equity Shares,35600,0.01,22-Mar-2024,22-Mar-2024,22-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163390_1078849_01042024065845_WEB.xml
LTIM,LTIMindtree Limited,7(2),Dibyendu Halder,Employees/Designated Employees,Equity Shares,38600,0.01,Equity Shares,1000,5049000,Sell,Equity Shares,37600,0.01,22-Mar-2024,22-Mar-2024,22-Mar-2024,Market Sale,-,-,-,-,-,-,BSE,-,01-Apr-2024 18:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163390_1078849_01042024065845_WEB.xml
MAHLIFE,Mahindra Lifespace Developers Limited,7(2),Nidhi Seksaria,-,Equity Shares,Nil,0,Equity Shares,10415,104150,Buy,Equity Shares,10415,0,01-Apr-2024,01-Apr-2024,01-Apr-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 18:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163389_1078846_01042024065749_WEB.xml
MAHLIFE,Mahindra Lifespace Developers Limited,7(2),Viral Oza,Other,Equity Shares,13589,0.01,Equity Shares,8825,88250,Buy,Equity Shares,22414,0.01,01-Apr-2024,01-Apr-2024,01-Apr-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 18:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163389_1078846_01042024065749_WEB.xml
MAHLIFE,Mahindra Lifespace Developers Limited,7(2),KR Sudharshan,-,Equity Shares,3340,0,Equity Shares,2587,25870,Buy,Equity Shares,5927,0,01-Apr-2024,01-Apr-2024,01-Apr-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 18:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163389_1078846_01042024065749_WEB.xml
MAHLIFE,Mahindra Lifespace Developers Limited,7(2),Vimal Agarwal,Key Managerial Personnel,Equity Shares,19257,0,Equity Shares,6771,67710,Buy,Equity Shares,26028,0,01-Apr-2024,01-Apr-2024,01-Apr-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 18:57,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163389_1078846_01042024065749_WEB.xml
ALKYLAMINE,Alkyl Amines Chemicals Limited,7(2),Anjyko Investments Private Limited,Promoter Group,Equity Shares,129250,0.25,Equity Shares,5000,9112700,Buy,Equity Shares,134250,0.26,28-Mar-2024,28-Mar-2024,29-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:56,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163387_1078839_01042024065604_WEB.xml
FSL,Firstsource Solutions Limited,7(2),Dinesh Jain,Key Managerial Personnel,Equity Shares,346904,0.05,Equity Shares,46904,9205008,Sell,Equity Shares,300000,0.04,26-Mar-2024,27-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:56,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163386_1078837_01042024065559_WEB.xml
JUBLFOOD,Jubilant Foodworks Limited,7(2),JFL Employees Welfare Trust,Other,Equity Shares,2345412,0.36,Equity Shares,816,1632,Sell,Equity Shares,2344596,0.36,28-Mar-2024,28-Mar-2024,28-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 18:46,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163382_1078825_01042024064653_WEB.xml
METROPOLIS,Metropolis Healthcare Limited,7(2),Sushil Kanubhai Shah,Promoters,Equity Shares,1317058,2.57,Equity Shares,35000,61854944,Sell,Equity Shares,1282058,2.5,28-Mar-2024,28-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:43,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163381_1078815_01042024064326_WEB.xml
SILVERTUC,Silver Touch Technologies Limited,7(2),MR PALAK V SHAH,Promoters,Equity Shares,693280,5.47,Equity Shares,11250,7200000,Pledge,Equity Shares,693280,5.47,30-Mar-2024,30-Mar-2024,01-Apr-2024,Pledge Creation,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163379_1078793_01042024062851_WEB.xml
SILVERTUC,Silver Touch Technologies Limited,7(2),MR JIGNESH AMRITLAL PATEL,Promoters,Equity Shares,2627710,20.72,Equity Shares,47109,30149760,Pledge,Equity Shares,2627710,20.72,30-Mar-2024,30-Mar-2024,01-Apr-2024,Pledge Creation,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163379_1078793_01042024062851_WEB.xml
SILVERTUC,Silver Touch Technologies Limited,7(2),MR VIPUL HARIDAS THAKKAR,Promoters,Equity Shares,2644471,20.85,Equity Shares,47109,30149760,Pledge,Equity Shares,2644471,20.85,30-Mar-2024,30-Mar-2024,01-Apr-2024,Pledge Creation,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163379_1078793_01042024062851_WEB.xml
SILVERTUC,Silver Touch Technologies Limited,7(2),MR MINESH VINODCHANDRA DOSHI,Promoters,Equity Shares,2227500,17.57,Equity Shares,35156,22499840,Pledge,Equity Shares,2227500,17.57,30-Mar-2024,30-Mar-2024,01-Apr-2024,Pledge Creation,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163379_1078793_01042024062851_WEB.xml
ASAHIINDIA,Asahi India Glass Limited,7(2),Dinesh K. Agarwal,Promoter Group,Equity Shares,201640,0.08,Equity Shares,10000,5363500,Pledge Revoke,Equity Shares,201640,0.08,28-Mar-2024,28-Mar-2024,01-Apr-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,01-Apr-2024 18:23,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163376_1078773_01042024062306_WEB.xml
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Vijay Mittal,Employees/Designated Employees,Equity Shares,100,0,Equity Shares,360,3600,Buy,Equity Shares,460,0,18-Mar-2024,18-Mar-2024,28-Mar-2024,ESOP,-,-,-,-,-,-,NA,-,01-Apr-2024 18:19,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163374_1078767_01042024061921_WEB.xml
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Vijay Mittal,Employees/Designated Employees,Equity Shares,460,0,Equity Shares,200,447000,Sell,Equity Shares,260,0,26-Mar-2024,26-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 18:19,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163374_1078767_01042024061921_WEB.xml
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Vijay Mittal,Employees/Designated Employees,Equity Shares,260,0,Equity Shares,200,455000,Sell,Equity Shares,60,0,27-Mar-2024,27-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,BSE,-,01-Apr-2024 18:19,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163374_1078767_01042024061921_WEB.xml
MKPL,M K Proteins Limited,7(2),RAJ KUMAR GARG,Promoters,Equity Shares,26100000,6.95,Equity Shares,2880000,29922048,Sell,Equity Shares,23220000,6.19,27-Mar-2024,27-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 17:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163370_1078720_01042024055837_WEB.xml
MKPL,M K Proteins Limited,7(2),VINOD KUMAR,Promoters,Equity Shares,16200000,4.32,Equity Shares,2880000,29922048,Sell,Equity Shares,13320000,3.55,27-Mar-2024,27-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 17:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163370_1078720_01042024055837_WEB.xml
MKPL,M K Proteins Limited,7(2),PARVIND KUMAR,Promoters,Equity Shares,19152000,5.1,Equity Shares,2880000,29922048,Sell,Equity Shares,16272000,4.33,27-Mar-2024,27-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 17:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163370_1078720_01042024055837_WEB.xml
MKPL,M K Proteins Limited,7(2),SHREE GANESH FATS PRIVATE LIMITED,Promoter Group,Equity Shares,Nil,0,Equity Shares,11520000,119899008,Buy,Equity Shares,11520000,3.07,27-Mar-2024,27-Mar-2024,01-Apr-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 17:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163370_1078720_01042024055837_WEB.xml
MKPL,M K Proteins Limited,7(2),PARMOD KUMAR,Promoters,Equity Shares,23760000,6.33,Equity Shares,2880000,29893248,Sell,Equity Shares,20880000,5.56,27-Mar-2024,27-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 17:58,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163370_1078720_01042024055837_WEB.xml
AUROPHARMA,Aurobindo Pharma Limited,7(2),"RPR SONS ADVISORS PVT.LTD., P.SUNEELA RANI (Jointly holding)",Promoter Group,Equity Shares,196376250,33.51,Equity Shares,11635862,12668544753,Pledge Revoke,Equity Shares,196376250,33.51,30-Mar-2024,30-Mar-2024,30-Mar-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,01-Apr-2024 17:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163368_1078668_01042024052846_WEB.xml
GENSOL,Gensol Engineering Limited,7(2),Gensol Ventures Private Limited,Promoter Group,Equity Shares,8762282,23.13,Equity Shares,565000,497567250,Pledge,Equity Shares,8751282,23.13,30-Mar-2024,30-Mar-2024,31-Mar-2024,Pledge Creation,-,-,-,-,-,-,NA,-,01-Apr-2024 16:17,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163364_1078531_01042024041734_WEB.xml
KEI,KEI Industries Limited,7(2),Lalit Sharma,-,Equity Shares,78002,0.09,Equity Shares,1750,6188116,Sell,Equity Shares,76252,0.08,27-Mar-2024,28-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 16:11,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163362_1078522_01042024041111_WEB.xml
KOTAKBANK,Kotak Mahindra Bank Limited,7(3),Narayan S. A.,-,Equity Shares,1227836,0.06,Equity Shares,1000,1727490,Sell,Equity Shares,1226836,0.06,04-Mar-2024,04-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163357_1078410_01042024021230_WEB.xml
KOTAKBANK,Kotak Mahindra Bank Limited,7(3),Narayan S. A.,-,Equity Shares,1226836,0.06,Equity Shares,1000,1775000,Sell,Equity Shares,1225836,0.06,21-Mar-2024,21-Mar-2024,01-Apr-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163357_1078410_01042024021230_WEB.xml
KOTAKBANK,Kotak Mahindra Bank Limited,7(3),Narayan S. A.,-,Equity Shares,1225836,0.06,Equity Shares,2000,3600000,Sell,Equity Shares,1223836,0.06,28-Mar-2024,28-Mar-2024,28-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163357_1078410_01042024021230_WEB.xml
KOTAKBANK,Kotak Mahindra Bank Limited,7(3),D Kannan,-,Equity Shares,765486,0,Equity Shares,374754,670000000,Sell,Equity Shares,390732,0,27-Mar-2024,27-Mar-2024,29-Mar-2024,Gift,-,-,-,-,-,-,NA,-,01-Apr-2024 14:12,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163357_1078410_01042024021230_WEB.xml
PARAGON,Paragon Fine and Speciality Chemical Limited,7(2),Rutesh Vallabhbhai Savalia,Promoters,Equity Shares,1152000,5.89,Equity Shares,21600,2563599,Buy,Equity Shares,1173600,6,21-Mar-2024,27-Mar-2024,27-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 13:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163355_1078368_01042024012848_WEB.xml
PARAGON,Paragon Fine and Speciality Chemical Limited,7(2),Zankar Vallabhbhai Savalia,Promoter Group,Equity Shares,1152000,5.89,Equity Shares,20400,2384227,Buy,Equity Shares,1172400,5.99,22-Mar-2024,27-Mar-2024,27-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 13:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163355_1078368_01042024012848_WEB.xml
PARAGON,Paragon Fine and Speciality Chemical Limited,7(2),Nitaben Pravinchandra Vasolia,Promoter Group,Equity Shares,144000,0.74,Equity Shares,7200,817577,Buy,Equity Shares,151200,0.77,27-Mar-2024,27-Mar-2024,27-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 13:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163355_1078368_01042024012848_WEB.xml
PARAGON,Paragon Fine and Speciality Chemical Limited,7(2),KISHOR PANCHABHAI PATOLIA,Promoters,Equity Shares,3120000,15.95,Equity Shares,60000,6860081,Buy,Equity Shares,3180000,16.25,19-Mar-2024,27-Mar-2024,27-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 13:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163355_1078368_01042024012848_WEB.xml
PARAGON,Paragon Fine and Speciality Chemical Limited,7(2),VALLABHBHAI RATNAJI SAVALIYA,Promoters,Equity Shares,2304000,11.78,Equity Shares,39600,4667774,Buy,Equity Shares,2343600,11.98,21-Mar-2024,27-Mar-2024,27-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 13:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163355_1078368_01042024012848_WEB.xml
PARAGON,Paragon Fine and Speciality Chemical Limited,7(2),PRAVINCHANDRA JASMAT VASOLIA,Promoters,Equity Shares,4896000,25.02,Equity Shares,45600,5236958,Buy,Equity Shares,4941600,25.26,19-Mar-2024,26-Mar-2024,27-Mar-2024,Market Purchase,-,-,-,-,-,-,NSE,-,01-Apr-2024 13:28,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163355_1078368_01042024012848_WEB.xml
SUBEXLTD,Subex Limited,7(2),SURAJ BALACHANDRAN,Employees/Designated Employees,Equity Shares,621013,0.11,Equity Shares,20000,602000,Sell,Equity Shares,601013,0.11,21-Mar-2024,27-Mar-2024,29-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 12:49,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163351_1078331_01042024124919_WEB.xml
SUBEXLTD,Subex Limited,7(2),SURAJ BALACHANDRAN,Employees/Designated Employees,Equity Shares,601013,0.11,Equity Shares,30000,912000,Sell,Equity Shares,571013,0.1,28-Mar-2024,28-Mar-2024,29-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 12:49,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163351_1078331_01042024124919_WEB.xml
PATANJALI,Patanjali Foods Limited,7(2),Yogakshem Sansthan,Promoter Group,Equity Shares,60000000,16.57,Equity Shares,185000,0,Sell,Equity Shares,59815000,16.52,28-Mar-2024,28-Mar-2024,30-Mar-2024,Others,-,-,-,-,-,-,NA,-,01-Apr-2024 11:44,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163348_1078228_01042024114431_WEB.xml
DIVISLAB,Divi's Laboratories Limited,7(2),Y. Sreedevi,Immediate relative,Equity Shares,700,0,Equity Shares,300,1033590,Sell,Equity Shares,400,0,28-Mar-2024,28-Mar-2024,30-Mar-2024,Market Sale,-,-,-,-,-,-,NSE,-,01-Apr-2024 11:05,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163346_1078164_01042024110538_WEB.xml
MEP,MEP Infrastructure Developers Limited,7(2),Sudha D. Mhaiskar,Promoter Group,Equity Shares,15057578,8.21,Equity Shares,875000,11593750,Pledge Revoke,Equity Shares,15057578,8.21,20-Mar-2024,20-Mar-2024,31-Mar-2024,Revokation of Pledge,-,-,-,-,-,-,NA,-,01-Apr-2024 11:01,https://nsearchives.nseindia.com/corporate/xbrl/IT_1163345_1078160_01042024110138_WEB.xml
